algorithm,problem,seed,best_f,feasible,max_violation,evals,walltime_s,x_0,x_1,x_2,x_3,notes
idc_default,photo_wf3,0,0.0494508296,True,0,40000,0.0952149,0.165857092,0.576966763,0.256871879,0.000304398709,
idc_default,photo_wf3,1,0.0257470757,True,0,40000,0.0849838,0.0881935582,0.0470008999,0.855724156,0.00908141583,
idc_default,photo_wf3,2,0.0257469416,True,0,40000,0.0875538,0.103884578,0.0230376553,0.859430075,0.013647656,
idc_default,photo_wf3,3,0.0494283289,True,0,40000,0.0852795,0.166148543,0.576795399,0.257041037,1.50617543e-05,
idc_default,photo_wf3,4,0.0329258144,True,0,40000,0.0830687,0.0830475166,2.09513829e-07,0.0659806356,0.850971639,
idc_default,photo_wf3,5,0.0494446903,True,0,40000,0.0591195,0.1664785,0.576627791,0.256716132,0.000177473441,
idc_default,photo_wf3,6,0.0494283289,True,0,40000,0.0851783,0.165782213,0.577352226,0.256838948,2.65739582e-05,
idc_default,photo_wf3,7,0.0494315773,True,0,40000,0.0859195,0.166097462,0.577035785,0.256809562,5.70661869e-05,
idc_default,photo_wf3,8,0.0329260081,True,0,40000,0.0854853,0.0828613639,6.99844875e-08,0.0666078851,0.850530744,
idc_default,photo_wf3,9,0.0329260677,True,0,40000,0.0772029,0.082671769,9.51788309e-07,0.0660568625,0.851270437,
idc_default,photo_wf3,10,0.0257472843,True,0,40000,0.0796205,0.0922124907,0.0448194221,0.854014993,0.00895309541,
idc_default,photo_wf3,11,0.0257474929,True,0,40000,0.0756646,0.0864445493,0.0554753989,0.852294326,0.00578567246,
idc_default,photo_wf3,12,0.0494303107,True,0,40000,0.0746742,0.165703937,0.577079237,0.257167608,4.93176267e-05,
idc_default,photo_wf3,13,0.0257474035,True,0,40000,0.0707153,0.0835219622,0.0181981325,0.874086142,0.0241937358,
idc_default,photo_wf3,14,0.0494320244,True,0,40000,0.0629027,0.165705159,0.577415049,0.256808966,7.08657099e-05,
idc_default,photo_wf3,15,0.032925576,True,0,40000,0.0600235,0.0827477872,7.34019707e-08,0.0660778657,0.851174235,
idc_default,photo_wf3,16,0.0257479995,True,0,40000,0.0683221,0.0708387345,0.0503073856,0.87183398,0.00701995194,
idc_default,photo_wf3,17,0.0257475078,True,0,40000,0.0655258,0.0786470771,0.0192339085,0.877851605,0.0242674425,
idc_default,photo_wf3,18,0.0494300574,True,0,40000,0.0506952,0.165593848,0.577030122,0.257338494,3.75824457e-05,
idc_default,photo_wf3,19,0.0329255015,True,0,40000,0.0554538,0.0828116164,9.38244042e-08,0.0661491528,0.851039112,
idc_default,photo_wf3,20,0.032925576,True,0,40000,0.0542784,0.0828111172,1.60000138e-08,0.0662444532,0.8509444,
